,index,visitor_ip,average_time_per_session_per_user
19326,5507,101.222.162.252,204.0
19327,85761,59.88.240.191,204.0
19328,34880,117.212.74.198,203.0
19329,58701,163.47.14.104,203.0
19330,50011,122.178.229.61,203.0
19331,48543,122.174.109.245,203.0
19332,26779,115.252.222.185,203.0
19333,49247,122.176.204.0,203.0
19334,81006,49.203.34.83,203.0
19335,81492,49.204.46.63,203.0
19336,23975,115.118.54.34,203.0
19337,51633,123.238.64.62,203.0
19338,83066,49.207.255.114,203.0
19339,64117,182.69.110.198,203.0
19340,31914,117.201.156.211,203.0
19341,50819,123.136.202.127,203.0
19342,81565,49.204.67.151,203.0
19343,25869,115.249.21.130,203.0
19344,76397,27.62.114.142,203.0
19345,49431,122.177.123.102,203.0
19346,18511,106.78.30.250,203.0
19347,35127,117.213.44.214,203.0
19348,86108,59.90.121.33,203.0
19349,62222,182.56.117.9,203.0
19350,6020,101.223.59.191,203.0
19351,39737,117.245.26.53,203.0
19352,42883,120.59.104.155,203.0
19353,44435,122.15.195.245,203.0
19354,74828,223.30.216.68,203.0
19355,78001,43.228.143.12,203.0
19356,52460,124.123.30.194,203.0
19357,45652,122.163.203.171,203.0
19358,31935,117.201.164.188,203.0
19359,77688,37.228.107.53,203.0
19360,24024,115.118.82.149,203.0
19361,47060,122.168.68.41,203.0
19362,12919,106.210.9.68,203.0
19363,66008,182.74.42.50,203.0
19364,15667,106.51.139.25,203.0
19365,4410,1.39.97.113,203.0
19366,89338,70.39.186.174,203.0
19367,31316,117.199.229.93,203.0
19368,52260,124.123.194.164,203.0
19369,63552,182.66.52.73,203.0
19370,39016,117.241.110.11,203.0
19371,68239,198.36.94.35,203.0
19372,36941,117.221.5.72,203.0
19373,32656,117.203.81.182,203.0
19374,66836,183.82.245.75,203.0
19375,18536,106.78.39.124,203.0
19376,49332,122.176.58.205,203.0
19377,39204,117.241.56.177,203.0
19378,39070,117.241.160.220,203.0
19379,82722,49.207.184.127,203.0
19380,48428,122.173.22.248,203.0
19381,81203,49.204.17.212,203.0
19382,43799,120.88.33.30,203.0
19383,74771,223.30.115.46,203.0
19384,34958,117.213.142.252,203.0
19385,60297,175.101.137.159,203.0
19386,64518,182.70.120.79,203.0
19387,13293,106.215.167.95,203.0
19388,6789,101.60.186.26,203.0
19389,43275,120.59.83.205,203.0
19390,83424,49.248.200.208,203.0
19391,52457,124.123.3.124,203.0
19392,36975,117.221.81.177,203.0
19393,28469,116.203.76.55,203.0
19394,70838,203.92.44.82,203.0
19395,48458,122.173.235.185,202.0
19396,63166,182.66.17.240,202.0
19397,11389,106.192.160.15,202.0
19398,49339,122.176.64.254,202.0
19399,1970,1.38.22.251,202.0
19400,79269,49.14.124.45,202.0
19401,17024,106.67.89.168,202.0
19402,30230,117.196.178.122,202.0
19403,72102,220.227.241.233,202.0
19404,6147,101.56.21.132,202.0
19405,49642,122.177.228.221,202.0
19406,57305,14.99.227.114,202.0
19407,65797,182.74.171.130,202.0
19408,72811,223.176.19.24,202.0
19409,70487,203.194.104.132,202.0
19410,20150,110.226.36.151,202.0
19411,17014,106.67.84.135,202.0
19412,67559,183.87.161.58,202.0
19413,73764,223.196.21.86,202.0
19414,39464,117.244.203.164,202.0
19415,29861,117.194.7.250,202.0
19416,52317,124.123.208.116,202.0
19417,86179,59.90.194.119,202.0
19418,88743,61.95.229.148,202.0
19419,9646,103.251.49.96,202.0
19420,34156,117.208.72.170,202.0
19421,23575,115.115.179.66,202.0
19422,50022,122.178.241.151,202.0
19423,52566,124.124.110.204,202.0
19424,6580,101.59.227.141,202.0
19425,19236,107.167.107.109,202.0
19426,89764,8.37.224.107,202.0
19427,14221,106.220.1.77,202.0
19428,49053,122.175.92.29,202.0
19429,61715,180.215.71.154,202.0
19430,22152,112.79.39.69,202.0
19431,56473,14.97.58.140,202.0
19432,75616,27.251.219.226,202.0
19433,61456,180.215.154.21,202.0
19434,28814,116.73.170.69,202.0
19435,79875,49.15.72.208,202.0
19436,24589,115.241.117.26,202.0
19437,7283,101.63.155.223,202.0
19438,88245,61.16.172.250,202.0
19439,9660,103.251.81.92,202.0
19440,64998,182.71.30.19,202.0
19441,51031,123.201.151.37,202.0
19442,39882,117.246.68.158,202.0
19443,82313,49.206.21.173,202.0
19444,90406,90.216.134.197,202.0
19445,71755,219.90.104.123,202.0
19446,61399,180.215.123.59,202.0
19447,87026,59.95.161.185,202.0
19448,82869,49.207.191.226,202.0
19449,36513,117.220.153.24,202.0
19450,81538,49.204.6.146,202.0
19451,13753,106.218.209.101,202.0
19452,53878,128.185.224.232,202.0
19453,82384,49.206.247.138,202.0
19454,28962,116.74.8.56,202.0
19455,11281,106.192.129.27,202.0
19456,28004,116.203.126.211,202.0
19457,33046,117.205.11.201,202.0
19458,15215,106.221.157.90,202.0
19459,9998,103.26.225.134,202.0
19460,23774,115.118.142.67,202.0
19461,63140,182.66.14.42,202.0
19462,27888,116.202.38.67,201.0
19463,25602,115.247.16.146,201.0
19464,14893,106.220.74.201,201.0
19465,36588,117.220.21.17,201.0
19466,49586,122.177.2.59,201.0
19467,85781,59.88.26.150,201.0
19468,33499,117.206.175.213,201.0
19469,7316,101.63.171.11,201.0
19470,69930,203.115.101.197,201.0
19471,47514,122.170.100.213,201.0
19472,15986,106.51.233.8,201.0
19473,69843,203.109.126.153,201.0
19474,37111,117.222.197.110,201.0
19475,66672,183.82.209.34,201.0
19476,57919,150.107.213.119,201.0
19477,5747,101.222.227.77,201.0
19478,86456,59.91.237.203,201.0
19479,18631,106.78.66.30,201.0
19480,23018,114.79.148.49,201.0
19481,249,1.187.137.25,201.0
19482,5116,101.215.63.46,201.0
19483,14812,106.220.47.195,201.0
19484,11924,106.202.200.105,201.0
19485,67422,183.83.50.86,201.0
19486,11087,103.59.247.230,201.0
19487,46469,122.167.144.25,201.0
19488,2793,1.39.32.110,201.0
19489,48527,122.173.9.117,201.0
19490,27105,115.99.173.170,201.0
19491,64944,182.71.204.210,201.0
19492,13378,106.215.181.98,201.0
19493,4002,1.39.63.211,201.0
19494,15433,106.51.132.59,201.0
19495,6738,101.60.145.2,201.0
19496,13942,106.219.31.15,201.0
19497,67022,183.82.97.92,201.0
19498,23408,115.113.191.110,201.0
19499,7159,101.62.225.90,201.0
19500,9024,103.241.46.106,201.0
19501,10,1.186.112.12,201.0
19502,16080,106.51.240.104,201.0
19503,58084,150.129.149.160,201.0
19504,18996,106.79.223.8,201.0
19505,14120,106.219.54.31,201.0
19506,88544,61.3.177.12,201.0
19507,1413,1.23.3.143,201.0
19508,28896,116.74.144.68,201.0
19509,55000,14.140.246.172,201.0
19510,65118,182.72.140.222,201.0
19511,41003,117.253.209.143,201.0
19512,6175,101.56.27.252,201.0
19513,79107,49.138.55.88,201.0
19514,31926,117.201.160.44,201.0
19515,60996,180.178.12.2,201.0
19516,22853,114.143.229.82,201.0
19517,77549,37.228.106.255,201.0
19518,88229,61.16.142.166,201.0
19519,85981,59.89.228.197,201.0
19520,55806,14.96.145.182,201.0
19521,47031,122.168.54.214,201.0
19522,87891,60.254.89.26,200.0
19523,36510,117.220.150.32,200.0
19524,18454,106.78.240.84,200.0
19525,33670,117.206.92.111,200.0
19526,35412,117.214.53.9,200.0
19527,1684,1.38.17.89,200.0
19528,45590,122.163.144.243,200.0
19529,355,1.187.185.241,200.0
19530,82039,49.205.68.43,200.0
19531,70858,203.98.113.99,200.0
19532,61708,180.215.68.204,200.0
19533,18490,106.78.28.117,200.0
19534,83723,49.249.30.97,200.0
19535,9409,103.249.205.74,200.0
19536,56551,14.98.104.106,200.0
19537,337,1.187.180.148,200.0
19538,768,1.22.176.12,200.0
19539,68844,202.149.196.211,200.0
19540,31987,117.201.189.96,200.0
19541,38817,117.239.248.194,200.0
19542,53661,125.62.99.98,200.0
19543,49973,122.178.196.252,200.0
19544,1515,1.23.68.93,200.0
19545,13479,106.216.132.72,200.0
19546,31230,117.199.186.215,200.0
19547,85872,59.89.110.233,200.0
19548,85376,59.181.128.104,200.0
19549,63256,182.66.26.141,200.0
19550,50707,122.50.133.175,200.0
19551,14966,106.221.128.228,200.0
19552,77097,27.97.250.43,200.0
19553,20524,111.91.96.126,200.0
19554,87756,60.243.210.214,200.0
19555,20456,111.91.231.90,200.0
19556,22460,113.193.200.12,200.0
19557,56500,14.97.73.131,200.0
19558,54864,14.140.110.74,200.0
19559,78177,43.241.66.54,200.0
19560,76631,27.7.64.36,200.0
19561,51396,123.236.49.24,200.0
19562,18873,106.79.157.192,200.0
19563,51276,123.201.83.1,200.0
19564,15422,106.51.132.207,200.0
19565,17169,106.76.15.111,200.0
19566,85917,59.89.149.185,200.0
19567,67949,192.8.176.12,200.0
19568,73735,223.196.201.68,200.0
19569,27238,116.14.172.52,200.0
19570,48025,122.172.171.180,200.0
19571,52496,124.123.50.20,200.0
19572,30741,117.197.66.127,200.0
19573,119,1.186.48.58,200.0
19574,72270,223.176.13.40,200.0
19575,30375,117.196.32.66,200.0
19576,84692,59.177.120.208,200.0
19577,37171,117.222.238.167,200.0
19578,68987,202.164.61.226,200.0
19579,79704,49.15.198.115,200.0
19580,17657,106.76.72.58,200.0
19581,34303,117.211.1.65,200.0
19582,30936,117.198.220.243,200.0
19583,35880,117.216.238.206,200.0
19584,61342,180.215.122.93,200.0
19585,64207,182.69.172.51,200.0
19586,8592,103.232.131.34,199.0
19587,6994,101.62.169.170,199.0
19588,26837,115.254.15.226,199.0
19589,25688,115.248.178.233,199.0
19590,57021,14.98.88.186,199.0
19591,20193,110.232.251.141,199.0
19592,77638,37.228.107.16,199.0
19593,15294,106.51.111.246,199.0
19594,28097,116.203.185.55,199.0
19595,88833,64.94.224.158,199.0
19596,58827,163.53.179.150,199.0
19597,2121,1.39.10.40,199.0
19598,88041,61.1.209.44,199.0
19599,71194,210.212.170.66,199.0
19600,46858,122.168.201.137,199.0
19601,48747,122.174.8.85,199.0
19602,57390,14.99.47.61,199.0
19603,76175,27.54.181.26,199.0
19604,81261,49.204.203.155,199.0
19605,15675,106.51.139.71,199.0
19606,82304,49.206.205.163,199.0
19607,35082,117.213.222.124,199.0
19608,72913,223.176.28.239,199.0
19609,76263,27.6.105.45,199.0
19610,12393,106.208.127.248,199.0
19611,47582,122.170.152.206,199.0
19612,51963,123.63.181.57,199.0
19613,9676,103.252.165.189,199.0
19614,4602,101.208.17.251,199.0
19615,84905,59.177.79.238,199.0
19616,33348,117.205.66.145,199.0
19617,64884,182.71.159.163,199.0
19618,56941,14.98.46.23,199.0
19619,26626,115.250.9.15,199.0
19620,28865,116.73.97.97,199.0
19621,15202,106.221.155.238,199.0
19622,49250,122.176.205.60,199.0
19623,11379,106.192.157.135,199.0
19624,36052,117.217.169.181,199.0
19625,74438,223.227.251.246,199.0
19626,6898,101.62.128.103,199.0
19627,57088,14.99.114.75,199.0
19628,80143,49.200.119.59,199.0
19629,1457,1.23.42.252,199.0
19630,84929,59.178.130.103,199.0
19631,44717,122.160.50.99,199.0
19632,58574,162.44.245.104,199.0
19633,64391,182.69.50.78,199.0
19634,47037,122.168.58.234,199.0
19635,35362,117.214.25.109,199.0
19636,7169,101.62.230.241,199.0
19637,55228,14.141.225.98,199.0
19638,48398,122.173.209.129,199.0
19639,81971,49.205.37.77,199.0
19640,73031,223.176.39.150,199.0
19641,76452,27.62.54.149,199.0
19642,49643,122.177.228.234,199.0
19643,43742,120.63.54.1,199.0
19644,36945,117.221.58.32,199.0
19645,85607,59.184.53.223,199.0
19646,11057,103.58.172.136,199.0
19647,45153,122.161.70.153,199.0
19648,60942,180.151.56.146,199.0
19649,1249,1.23.164.66,199.0
19650,18720,106.78.93.149,199.0
19651,60729,180.151.132.232,199.0
19652,87285,59.97.224.136,199.0
19653,60360,175.101.22.164,199.0
19654,71691,219.64.180.100,199.0
19655,66673,183.82.209.45,199.0
19656,27143,115.99.247.132,198.0
19657,74536,223.227.99.246,198.0
19658,62019,182.19.29.227,198.0
19659,54083,136.185.58.80,198.0
19660,35226,117.214.135.86,198.0
19661,73600,223.189.54.70,198.0
19662,5321,101.221.134.80,198.0
19663,30151,117.195.82.159,198.0
19664,73638,223.196.161.103,198.0
19665,64698,182.70.225.100,198.0
19666,85240,59.180.163.178,198.0
19667,46537,122.167.208.194,198.0
19668,54076,136.185.44.70,198.0
19669,40188,117.248.122.231,198.0
19670,46535,122.167.207.152,198.0
19671,78599,43.252.248.108,198.0
19672,3787,1.39.62.131,198.0
19673,12465,106.208.157.197,198.0
19674,63509,182.66.48.65,198.0
19675,42775,120.57.225.220,198.0
19676,43304,120.60.1.48,198.0
19677,74067,223.225.221.180,198.0
19678,22598,113.193.74.216,198.0
19679,48286,122.172.85.171,198.0
19680,53250,125.17.109.38,198.0
19681,6836,101.60.232.92,198.0
19682,79820,49.15.4.112,198.0
19683,36846,117.221.195.151,198.0
19684,61291,180.215.121.93,198.0
19685,49440,122.177.127.237,198.0
19686,78473,43.249.53.86,198.0
19687,69042,202.179.77.14,198.0
19688,68279,199.190.45.145,198.0
19689,21976,112.79.38.189,198.0
19690,32025,117.201.215.10,198.0
19691,66567,183.82.195.166,198.0
19692,1813,1.38.19.60,198.0
19693,72106,220.227.245.12,198.0
19694,27807,116.202.36.34,198.0
19695,28635,116.68.100.126,198.0
19696,82755,49.207.186.210,198.0
19697,63981,182.68.242.73,198.0
19698,26371,115.250.48.122,198.0
19699,84947,59.178.140.10,198.0
19700,11182,103.8.194.118,198.0
19701,30654,117.197.244.254,198.0
19702,64379,182.69.45.178,198.0
19703,12948,106.212.104.219,198.0
19704,76863,27.97.167.248,198.0
19705,47315,122.169.219.132,198.0
19706,76623,27.7.48.170,198.0
19707,86596,59.92.62.16,198.0
19708,64276,182.69.212.32,198.0
19709,5879,101.222.243.216,198.0
19710,45264,122.162.131.95,198.0
19711,58558,161.181.53.10,198.0
19712,35583,117.215.177.74,197.0
19713,69781,202.91.84.204,197.0
19714,13088,106.215.138.239,197.0
19715,16373,106.66.111.8,197.0
19716,75985,27.48.161.221,197.0
19717,71549,216.152.208.1,197.0
19718,65645,182.73.7.170,197.0
19719,53890,128.185.254.217,197.0
19720,79698,49.15.19.75,197.0
19721,36222,117.218.141.120,197.0
19722,82530,49.207.103.103,197.0
19723,46458,122.167.138.241,197.0
19724,48122,122.172.230.251,197.0
19725,59703,17.113.32.122,197.0
19726,48307,122.172.96.202,197.0
19727,51328,123.236.171.166,197.0
19728,39123,117.241.202.148,197.0
19729,83982,52.129.12.48,197.0
19730,15116,106.221.144.66,197.0
19731,74335,223.227.180.204,197.0
19732,17204,106.76.157.56,197.0
19733,83036,49.207.245.178,197.0
19734,4000,1.39.63.21,197.0
19735,27450,116.202.154.64,197.0
19736,27699,116.202.34.157,197.0
19737,24315,115.184.75.198,197.0
19738,45038,122.161.237.162,197.0
19739,33875,117.207.29.24,197.0
19740,13630,106.216.162.202,197.0
19741,45460,122.162.40.103,197.0
19742,39262,117.242.188.62,197.0
19743,35666,117.215.44.83,197.0
19744,13806,106.219.10.21,197.0
19745,89673,72.32.115.231,197.0
19746,69942,203.115.116.98,197.0
19747,8551,103.232.126.172,197.0
19748,62385,182.59.33.113,197.0
19749,82114,49.205.93.225,197.0
19750,28380,116.203.74.254,197.0
19751,88930,66.102.6.186,197.0
19752,45341,122.162.174.169,197.0
19753,53826,128.185.129.182,197.0
19754,34508,117.211.27.112,197.0
19755,7497,101.63.94.228,197.0
19756,34984,117.213.153.209,197.0
19757,32783,117.204.192.59,197.0
19758,744,1.22.161.26,197.0
19759,616,1.187.4.214,197.0
19760,33218,117.205.212.44,197.0
19761,67954,192.8.199.171,197.0
19762,17449,106.76.243.210,197.0
19763,75939,27.4.216.79,197.0
19764,50509,122.180.84.83,197.0
19765,4127,1.39.8.93,197.0
19766,30170,117.196.105.189,197.0
19767,55096,14.141.127.86,197.0
19768,5180,101.221.128.114,197.0
19769,36661,117.220.42.58,197.0
19770,82207,49.206.152.162,197.0
19771,32918,117.204.48.117,197.0
19772,64696,182.70.224.205,197.0
19773,86948,59.94.58.108,197.0
19774,84361,59.145.132.70,197.0
19775,22797,114.143.173.63,197.0
19776,22510,113.193.29.194,197.0
19777,47408,122.169.251.152,196.0
19778,32350,117.202.93.26,196.0
19779,89157,70.39.184.205,196.0
19780,10874,103.51.75.75,196.0
19781,29483,117.193.171.21,196.0
19782,23272,115.112.155.153,196.0
19783,67675,183.87.32.92,196.0
19784,74508,223.227.60.207,196.0
19785,71828,219.91.183.72,196.0
19786,22576,113.193.61.37,196.0
19787,29335,117.192.253.12,196.0
19788,69762,202.91.133.73,196.0
19789,32097,117.201.42.245,196.0
19790,13985,106.219.36.25,196.0
19791,19513,107.167.108.178,196.0
19792,73039,223.176.4.248,196.0
19793,49862,122.178.109.196,196.0
19794,14073,106.219.48.7,196.0
19795,82391,49.206.248.42,196.0
19796,66731,183.82.219.107,196.0
19797,66778,183.82.228.54,196.0
19798,28654,116.68.120.198,196.0
19799,56461,14.97.51.48,196.0
19800,46039,122.164.234.115,196.0
19801,60186,175.100.149.102,196.0
19802,47567,122.170.136.102,196.0
19803,35750,117.216.135.74,196.0
19804,13298,106.215.168.66,196.0
19805,74973,23.236.125.124,196.0
19806,48335,122.173.131.209,196.0
19807,11884,106.201.172.9,196.0
19808,89320,70.39.186.119,196.0
19809,5901,101.222.246.81,196.0
19810,16647,106.66.83.201,196.0
19811,65154,182.72.150.70,196.0
19812,85784,59.88.28.51,196.0
19813,58597,163.47.12.137,196.0
19814,87963,61.0.222.100,196.0
19815,38799,117.239.226.81,196.0
19816,52546,124.123.86.247,196.0
19817,56468,14.97.56.16,196.0
19818,28869,116.74.0.31,196.0
19819,5414,101.221.136.171,196.0
19820,37740,117.227.36.103,196.0
19821,12221,106.206.150.151,196.0
19822,89350,70.39.186.201,196.0
19823,61258,180.215.121.19,196.0
19824,60142,175.100.146.252,196.0
19825,9719,103.252.24.218,196.0
19826,51343,123.236.197.133,196.0
19827,82143,49.206.1.243,196.0
19828,20620,111.93.108.38,196.0
19829,65084,182.72.116.188,195.0
19830,49640,122.177.228.183,195.0
19831,81829,49.205.177.192,195.0
19832,41841,117.55.247.37,195.0
19833,25032,115.244.193.89,195.0
19834,84303,59.144.0.12,195.0
19835,73752,223.196.209.247,195.0
19836,42084,119.226.207.173,195.0
19837,16917,106.67.49.241,195.0
19838,80137,49.200.118.86,195.0
19839,58653,163.47.13.122,195.0
19840,9032,103.242.154.134,195.0
19841,70328,203.187.235.187,195.0
19842,40382,117.248.86.202,195.0
19843,43697,120.63.216.246,195.0
19844,53864,128.185.193.251,195.0
19845,44766,122.160.79.222,195.0
19846,42514,120.56.182.14,195.0
19847,38930,117.240.124.244,195.0
19848,65916,182.74.228.114,195.0
19849,87295,59.97.232.219,195.0
19850,11465,106.192.180.158,195.0
19851,81542,49.204.60.193,195.0
19852,25361,115.245.230.1,195.0
19853,692,1.22.128.225,195.0
19854,56133,14.96.76.215,195.0
19855,46305,122.166.210.211,195.0
19856,26451,115.250.60.88,195.0
19857,2842,1.39.32.205,195.0
19858,74981,23.236.125.15,195.0
19859,83584,49.248.96.10,195.0
19860,3996,1.39.63.205,195.0
19861,661,1.187.97.33,195.0
19862,29299,117.192.207.136,195.0
19863,81578,49.204.70.140,195.0
19864,41987,118.151.208.143,195.0
19865,29113,116.75.39.6,195.0
19866,42757,120.57.201.174,195.0
19867,13712,106.217.17.230,195.0
19868,13683,106.216.171.214,195.0
19869,78484,43.250.158.75,195.0
19870,17692,106.76.9.86,195.0
19871,70254,203.171.243.89,195.0
19872,4976,101.212.71.194,195.0
19873,84429,59.160.162.163,195.0
19874,36150,117.217.62.127,195.0
19875,85138,59.179.135.231,195.0
19876,36403,117.219.13.32,195.0
19877,50612,122.184.140.234,195.0
19878,85397,59.181.89.61,195.0
19879,44494,122.15.62.109,195.0
19880,69442,202.65.136.7,195.0
19881,33290,117.205.33.194,195.0
19882,60014,173.196.214.236,195.0
19883,35260,117.214.16.132,195.0
19884,20089,110.172.53.226,195.0
19885,22392,113.193.17.194,195.0
19886,37438,117.223.64.245,195.0
19887,6122,101.56.179.233,195.0
19888,82891,49.207.193.3,195.0
19889,25145,115.245.140.223,195.0
19890,5251,101.221.134.110,195.0
19891,84735,59.177.142.58,195.0
19892,14500,106.220.172.168,195.0
19893,78751,45.114.62.116,195.0
19894,23043,114.79.185.135,195.0
19895,54196,14.102.65.92,195.0
19896,64481,182.70.100.144,195.0
19897,18329,106.78.184.134,195.0
19898,53613,125.62.105.50,195.0
19899,18470,106.78.25.242,194.0
19900,85764,59.88.241.107,194.0
19901,44136,121.245.128.196,194.0
19902,31345,117.199.250.11,194.0
19903,68395,2.49.185.26,194.0
19904,28068,116.203.169.220,194.0
19905,56160,14.96.91.70,194.0
19906,30605,117.197.221.181,194.0
19907,72050,220.227.113.9,194.0
19908,80800,49.202.44.139,194.0
19909,33891,117.207.48.28,194.0
19910,25006,115.242.58.67,194.0
19911,37328,117.223.175.68,194.0
19912,48425,122.173.219.15,194.0
19913,14990,106.221.131.71,194.0
19914,37397,117.223.25.251,194.0
19915,22559,113.193.52.200,194.0
19916,3696,1.39.61.227,194.0
19917,24448,115.187.47.208,194.0
19918,87923,61.0.16.18,194.0
19919,47666,122.170.56.228,194.0
19920,33232,117.205.22.133,194.0
19921,15857,106.51.194.82,194.0
19922,42701,120.57.15.215,194.0
19923,10927,103.53.233.121,194.0
19924,56201,14.97.11.172,194.0
19925,7689,103.16.176.212,194.0
19926,18642,106.78.70.168,194.0
19927,72761,223.176.184.72,194.0
19928,80241,49.200.45.126,194.0
19929,85147,59.179.148.127,194.0
19930,56727,14.98.175.85,194.0
19931,55188,14.141.191.166,194.0
19932,20376,111.235.150.183,194.0
19933,35313,117.214.188.151,194.0
19934,25998,115.250.102.89,194.0
19935,52397,124.123.237.55,194.0
19936,9615,103.251.214.2,194.0
19937,19906,107.167.112.4,194.0
19938,59093,165.27.246.1,194.0
19939,26411,115.250.54.134,194.0
19940,50191,122.179.180.175,194.0
19941,89833,8.37.224.23,194.0
19942,46760,122.168.153.131,194.0
19943,60137,175.100.146.164,194.0
19944,15268,106.223.61.97,194.0
19945,49201,122.176.183.136,194.0
19946,52122,124.123.1.95,194.0
19947,7425,101.63.223.22,194.0
19948,36388,117.218.93.96,194.0
19949,10504,103.43.83.22,194.0
19950,56142,14.96.80.171,194.0
19951,1214,1.23.151.168,194.0
19952,76673,27.97.106.92,194.0
19953,36830,117.221.173.221,194.0
19954,39408,117.243.252.24,194.0
19955,20270,111.119.197.111,194.0
19956,17184,106.76.153.221,194.0
19957,12976,106.212.39.110,194.0
19958,36672,117.220.51.28,193.0
19959,84533,59.161.75.79,193.0
19960,1723,1.38.18.39,193.0
19961,80510,49.201.51.128,193.0
19962,65223,182.72.209.130,193.0
19963,60022,173.245.65.35,193.0
19964,7946,103.2.134.198,193.0
19965,44865,122.161.142.126,193.0
19966,79628,49.14.97.207,193.0
19967,38594,117.237.8.179,193.0
19968,47677,122.170.64.105,193.0
19969,32702,117.204.132.177,193.0
19970,82809,49.207.189.132,193.0
19971,37949,117.229.107.153,193.0
19972,29344,117.192.32.87,193.0
19973,75067,24.114.255.83,193.0
19974,38500,117.235.73.219,193.0
19975,17740,106.77.114.76,193.0
19976,4358,1.39.96.35,193.0
19977,60624,180.148.36.187,193.0
19978,74975,23.236.125.128,193.0
19979,44421,122.15.164.218,193.0
19980,28311,116.203.73.10,193.0
19981,44991,122.161.206.68,193.0
19982,60271,175.101.128.15,193.0
19983,63031,182.65.74.100,193.0
19984,22402,113.193.174.235,193.0
19985,4143,1.39.80.112,193.0
19986,58775,163.47.15.146,193.0
19987,26123,115.250.123.57,193.0
19988,43873,121.241.16.178,193.0
19989,27878,116.202.38.42,193.0
19990,69655,202.83.17.202,193.0
19991,20026,110.172.146.3,193.0
19992,17865,106.77.180.165,193.0
19993,42257,119.82.104.54,193.0
19994,34514,117.211.30.79,193.0
19995,43778,120.72.91.178,193.0
19996,37217,117.222.43.157,193.0
19997,61567,180.215.217.103,193.0
19998,786,1.22.183.193,193.0
19999,25409,115.245.248.152,193.0
20000,71191,210.212.17.198,193.0
20001,80087,49.200.100.134,193.0
20002,67889,192.193.160.10,193.0
20003,9079,103.242.191.220,193.0
20004,51876,123.252.242.101,193.0
20005,52539,124.123.8.197,193.0
20006,38880,117.239.60.194,193.0
20007,83067,49.207.255.252,193.0
20008,46881,122.168.212.150,193.0
20009,88029,61.1.181.40,193.0
20010,12321,106.208.101.165,193.0
20011,39699,117.245.18.29,193.0
20012,14741,106.220.33.180,193.0
20013,52504,124.123.55.87,193.0
20014,36922,117.221.38.142,193.0
20015,75737,27.255.179.229,192.0
20016,88011,61.1.128.128,192.0
20017,32759,117.204.182.173,192.0
20018,39700,117.245.18.61,192.0
20019,69824,203.109.108.249,192.0
20020,40237,117.248.149.98,192.0
20021,31681,117.200.253.77,192.0
20022,69004,202.167.250.83,192.0
20023,74167,223.225.48.123,192.0
20024,76674,27.97.107.17,192.0
20025,29079,116.75.234.202,192.0
20026,57,1.186.233.109,192.0
20027,3255,1.39.35.232,192.0
20028,69660,202.83.18.10,192.0
20029,74790,223.30.141.197,192.0
20030,43278,120.59.85.4,192.0
20031,18235,106.78.117.31,192.0
20032,29118,116.75.41.215,192.0
20033,79190,49.14.106.94,192.0
20034,23015,114.79.146.185,192.0
20035,42144,119.235.49.174,192.0
20036,9067,103.242.188.251,192.0
20037,66594,183.82.199.243,192.0
20038,87349,59.97.72.170,192.0
20039,53453,125.20.10.14,192.0
20040,8070,103.224.145.244,192.0
20041,87592,59.99.207.157,192.0
20042,53261,125.17.126.58,192.0
20043,682,1.22.121.254,192.0
20044,75155,27.106.39.123,192.0
20045,11999,106.203.79.75,192.0
20046,24996,115.242.250.183,192.0
20047,85246,59.180.168.163,192.0
20048,76986,27.97.211.110,192.0
20049,69062,202.189.253.63,192.0
20050,68970,202.164.47.202,192.0
20051,23214,115.112.118.35,192.0
20052,47017,122.168.47.70,192.0
20053,55339,14.141.67.126,192.0
20054,38884,117.239.65.108,192.0
20055,36874,117.221.219.35,192.0
20056,47081,122.168.81.226,192.0
20057,53488,125.21.161.82,192.0
20058,6400,101.57.79.11,192.0
20059,42452,120.56.150.164,192.0
20060,86955,59.94.7.155,192.0
20061,1861,1.38.20.34,192.0
20062,87954,61.0.207.216,192.0
20063,3245,1.39.35.215,192.0
20064,81360,49.204.223.195,192.0
20065,67881,192.189.128.15,192.0
20066,56906,14.98.34.30,192.0
20067,13370,106.215.180.41,192.0
20068,34913,117.213.0.232,192.0
20069,60714,180.151.122.8,192.0
20070,33788,117.207.196.77,192.0
20071,41598,117.255.208.241,192.0
20072,53622,125.62.113.20,192.0
20073,61408,180.215.128.49,192.0
20074,80842,49.202.64.3,192.0
20075,76517,27.63.39.121,192.0
20076,21947,112.79.38.14,192.0
20077,70058,203.122.23.110,192.0
20078,81226,49.204.182.118,192.0
20079,61449,180.215.148.130,192.0
20080,76283,27.6.176.251,192.0
20081,8118,103.224.158.183,192.0
20082,63983,182.68.243.157,192.0
20083,10842,103.51.211.186,192.0
20084,3036,1.39.34.104,192.0
20085,32248,117.202.150.188,192.0
20086,21910,112.79.37.72,192.0
20087,26557,115.250.79.232,192.0
20088,27063,115.98.93.129,192.0
20089,56279,14.97.16.45,192.0
20090,38994,117.240.80.203,192.0
20091,12126,106.206.133.252,192.0
20092,75526,27.248.105.249,192.0
20093,72890,223.176.25.191,192.0
20094,48786,122.175.137.116,191.0
20095,52988,124.253.3.100,191.0
20096,88634,61.3.51.176,191.0
20097,38460,117.235.169.107,191.0
20098,23658,115.117.209.10,191.0
20099,36527,117.220.165.223,191.0
20100,27831,116.202.36.96,191.0
20101,68011,194.151.67.12,191.0
20102,73992,223.225.200.33,191.0
